,max_demand,total_demand,PAR,objective,cost,inconvenient,step_size,reschedule_time
0,447241.0,16131922.0,0.75,648838812.9,648838812.9,0.0,1.0,0.0
1,432206.71417204,16131922.000000002,0.78,502515406.75,502078163.35,437243.4,0.034,
2,417255.8144738612,16131922.0,0.81,426039097.571,425634513.09,404584.481,0.035,
3,407303.0479877728,16131922.000000002,0.83,396383081.142456,396168597.57,214483.572456,0.024,
4,402823.3084599073,16131922.000000002,0.83,379676412.810703,379592913.83,83498.98070298399,0.011,
5,389681.53969180275,16131922.0,0.86,352274336.4936368,352125176.46,149160.03363680153,0.033,
6,385399.1457551929,16131922.000000002,0.87,345556467.13962996,345493112.2,63354.93962999518,0.011,
7,381162.5711518858,16131922.000000004,0.88,343573261.2956641,343517248.8,56012.49566407005,0.011,
8,376976.78986921505,16131922.000000002,0.89,338478948.64254767,338420536.58,58412.06254769522,0.011,
9,376976.78986921505,16131922.000000002,0.89,338478948.64254767,338420536.58,58412.06254769522,0.0,
